blockHash,blockNumber,confirmations,cumulativeGasUsed,from,gas,gasPrice,gasUsed,timeStamp,epoch,budget_Ether,budget_USD,Ether_to_USD,txn_Fee_Ether,txn_Fee_USD,token_price_Ether,token_price_USD,marketCap_Ether,marketCap_USD_Million
0xa9e04ef232dbb24790458abca4ddfd7d9606cb457745f257014817acf0f2d30d,5768466,3128315,177208,0xf435075984000795f03729705c4d59bcde905c6a,250000,40000000000,97969,2018-06-11 05:01:30,1528693290,2.0,1065.69,532.845,0.00391876,2.0880916722000005,1.9020248203788372,1013.4844154147615,190202482.03788373,101348.44154147616
0xa9e04ef232dbb24790458abca4ddfd7d9606cb457745f257014817acf0f2d30d,5768466,3128315,275177,0x74f02e5297c5709c6d5c8b28283085820478a03f,250000,40000000000,97969,2018-06-11 05:01:30,1528693290,1.05,559.48725,532.845,0.00391876,2.0880916722000005,1.9020248203788372,1013.4844154147615,190202482.03788373,101348.44154147616
0xa9e04ef232dbb24790458abca4ddfd7d9606cb457745f257014817acf0f2d30d,5768466,3128315,373146,0x144fb774a52440e51677f28b097229802e7476cc,250000,40000000000,97969,2018-06-11 05:01:30,1528693290,10.3,5488.303500000001,532.845,0.00391876,2.0880916722000005,1.9020248203788372,1013.4844154147615,190202482.03788373,101348.44154147616
0xa9e04ef232dbb24790458abca4ddfd7d9606cb457745f257014817acf0f2d30d,5768466,3128315,471115,0xd66e848f95baaa84583a9de39d9f6d0c6d019798,250000,40000000000,97969,2018-06-11 05:01:30,1528693290,1.0,532.845,532.845,0.00391876,2.0880916722000005,1.9020248203788372,1013.4844154147615,190202482.03788373,101348.44154147616
0xa9e04ef232dbb24790458abca4ddfd7d9606cb457745f257014817acf0f2d30d,5768466,3128315,569084,0xc4dbd59f36ff0871cf2204c263869d35686ca09c,250000,40000000000,97969,2018-06-11 05:01:30,1528693290,7.0,3729.915,532.845,0.00391876,2.0880916722000005,1.9020248203788372,1013.4844154147615,190202482.03788373,101348.44154147616
0xa9e04ef232dbb24790458abca4ddfd7d9606cb457745f257014817acf0f2d30d,5768466,3128315,667053,0x20f0c352a05a3922c6fb4aaa4610d3706196566a,250000,40000000000,97969,2018-06-11 05:01:30,1528693290,1.4,745.983,532.845,0.00391876,2.0880916722000005,1.9020248203788372,1013.4844154147615,190202482.03788373,101348.44154147616
0xa9e04ef232dbb24790458abca4ddfd7d9606cb457745f257014817acf0f2d30d,5768466,3128315,765022,0xd6ffe6c8e81292ff9ba26c093390d82eb7019a7b,250000,40000000000,97969,2018-06-11 05:01:30,1528693290,1.0,532.845,532.845,0.00391876,2.0880916722000005,1.9020248203788372,1013.4844154147615,190202482.03788373,101348.44154147616
0xa9e04ef232dbb24790458abca4ddfd7d9606cb457745f257014817acf0f2d30d,5768466,3128315,862991,0xa1ef21371db98ff63d87e1beec64680c8cb49001,250000,40000000000,97969,2018-06-11 05:01:30,1528693290,1.0,532.845,532.845,0.00391876,2.0880916722000005,1.9020248203788372,1013.4844154147615,190202482.03788373,101348.44154147616
0xbdf4173fa967e7180d87cbdd5d2934a6b87cd207a8f57d009799976b6cac499c,5768467,3128314,250875,0xb674f0cd72225c33b4fc7965fde945ce6bea27c1,500000,60000000000,97969,2018-06-11 05:01:55,1528693315,2.0,1065.69,532.845,0.00587814,3.1321375083,1.876212717563754,999.7305654902585,187621271.7563754,99973.05654902586
0xbdf4173fa967e7180d87cbdd5d2934a6b87cd207a8f57d009799976b6cac499c,5768467,3128314,644945,0xbc0e18f5406ae477c54e4776ff51f3de0a67a1b7,250000,50000000000,97969,2018-06-11 05:01:55,1528693315,0.5,266.4225,532.845,0.00489845,2.6101145902500003,1.876212717563754,999.7305654902585,187621271.7563754,99973.05654902586
0xbdf4173fa967e7180d87cbdd5d2934a6b87cd207a8f57d009799976b6cac499c,5768467,3128314,742914,0x9854a1edfff1eaf784ff0095af400b1c171e51a0,250000,40000000000,97969,2018-06-11 05:01:55,1528693315,1.8,959.1210000000001,532.845,0.00391876,2.0880916722000005,1.876212717563754,999.7305654902585,187621271.7563754,99973.05654902586
0xbdf4173fa967e7180d87cbdd5d2934a6b87cd207a8f57d009799976b6cac499c,5768467,3128314,840883,0xa8140071d67da19d98fd74d518b144b284aa7523,250000,40000000000,97969,2018-06-11 05:01:55,1528693315,7.0,3729.915,532.845,0.00391876,2.0880916722000005,1.876212717563754,999.7305654902585,187621271.7563754,99973.05654902586
0xbdf4173fa967e7180d87cbdd5d2934a6b87cd207a8f57d009799976b6cac499c,5768467,3128314,938852,0x21dfe53cffa36c25db9e0fac28e3da26259598c1,250000,40000000000,97969,2018-06-11 05:01:55,1528693315,1.5,799.2675,532.845,0.00391876,2.0880916722000005,1.876212717563754,999.7305654902585,187621271.7563754,99973.05654902586
0xbdf4173fa967e7180d87cbdd5d2934a6b87cd207a8f57d009799976b6cac499c,5768467,3128314,1036821,0x358b69f97c4c6c391da5e8eadcb0d0a7f45f0faf,250000,40000000000,97969,2018-06-11 05:01:55,1528693315,10.0,5328.450000000001,532.845,0.00391876,2.0880916722000005,1.876212717563754,999.7305654902585,187621271.7563754,99973.05654902586
0xbdf4173fa967e7180d87cbdd5d2934a6b87cd207a8f57d009799976b6cac499c,5768467,3128314,1134790,0x2a41df81ff9fd4bd055886951e89e562ed19e2e2,250000,40000000000,97969,2018-06-11 05:01:55,1528693315,1.1,586.1295000000001,532.845,0.00391876,2.0880916722000005,1.876212717563754,999.7305654902585,187621271.7563754,99973.05654902586
0xbdf4173fa967e7180d87cbdd5d2934a6b87cd207a8f57d009799976b6cac499c,5768467,3128314,1232759,0x7daf94c3658f57c698a1af692d58ace43efd4ade,250000,40000000000,97969,2018-06-11 05:01:55,1528693315,2.0,1065.69,532.845,0.00391876,2.0880916722000005,1.876212717563754,999.7305654902585,187621271.7563754,99973.05654902586
0xbdf4173fa967e7180d87cbdd5d2934a6b87cd207a8f57d009799976b6cac499c,5768467,3128314,1330728,0x541420f6e07858f23e641d7d771613f5c1f230e4,250000,40000000000,97969,2018-06-11 05:01:55,1528693315,0.29,154.52505,532.845,0.00391876,2.0880916722000005,1.876212717563754,999.7305654902585,187621271.7563754,99973.05654902586
